audio_path,transcription
dataset_small/train/audio_files/cskh_minimax2802.wav,Hàng ngàn khách hàng đã tin tưởng và lựa chọn dịch vụ của chúng tôi
dataset_small/train/audio_files/viettel_hcm-thuyduyen_20.wav,"chào anh minh, em đại diện cho công ty tài chính đông á, hôm nay em gọi để nhắc nhở anh về khoản nợ đã đến hạn, mong anh có thể sắp xếp thời gian để giải quyết sớm ạ."
dataset_small/train/audio_files/audio_00386_man_1.wav,"hiện nay, lan hồ điệp là giống hoa rất được thị trường ưa chuộng, nhất là vào mỗi dịp lễ tết."
dataset_small/train/audio_files/vivoice_717778.wav,Như bị mắc kẹt trong một thứ gì đó vừa cứng vừa lạnh.
dataset_small/train/audio_files/audio_30453_man_1.wav,"và cuốn sách này viết ra, hiển nhiên không phải để cho những người đó đọc."
dataset_small/train/audio_files/LSVSC_audio_35807.wav,cùng với các ban Bộ Ngành trung ương và các cấp ủy chính quyền các cấp trong cả nước
dataset_small/train/audio_files/vivoice_298938.wav,Điều này sẽ giúp họ cảnh tỉnh bản thân.
dataset_small/train/audio_files/vivoice_534430.wav,Cậu ấy đến lấy điện thoại của mình và đi ra khỏi nhà Karina với những lời xin lỗi mà cậu ấy không hề thật lòng.
dataset_small/train/audio_files/vivoice_16818.wav,Lái xe rất chậm ở phía trên.
dataset_small/train/audio_files/A48segment23.wav,"À, gọn đúng không chị? Dạ vậy em"
dataset_small/train/audio_files/audio_02972_man_1.wav,chừng nào còn có bất kỳ hình thức ép buộc nào.
dataset_small/train/audio_files/vivoice_478511.wav,Nó thuộc về những hành vi hại cho đời mình nhiều hơn.
dataset_small/train/audio_files/audio_23022_man_1.wav,"em nghĩ bác, dạ em, hôm nay em là ngọc như, cái gì đó, ngọc như beautywear nha."
dataset_small/train/audio_files/cskh_minimax6083.wav,Khám phá những khung cảnh thiên nhiên tuyệt đẹp và tận hưởng những trải nghiệm đáng nhớ giúp bạn thư giãn hoàn toàn. Hành trình của bạn sẽ tràn đầy niềm vui và sự khám phá.
dataset_small/train/audio_files/audio_29901_man_1.wav,nên buộc lòng tôi phải làm một cái lán để ngủ qua đêm.
dataset_small/train/audio_files/vivoice_592162.wav,Tôi có thể nói với bạn là.
dataset_small/train/audio_files/audio_29032_man_1.wav,hắn ta đang bị mắc kẹt ở trên cây.
dataset_small/train/audio_files/vivoice_273460.wav,Họ đã quyết định mở cửa căn phòng vào ngày thứ mười lăm lúc nửa đêm.
dataset_small/train/audio_files/LSVSC_audio_06176.wav,Cùng với công tác khắc phục việc quan tâm đời sống người dân vùng lũ được đặc biệt quan tâm.
dataset_small/train/audio_files/LSVSC_audio_09220.wav,"""Theo đó việc lựa chọn và quyết định nội dung chất vấn Bộ công thương và Bộ tài nguyên môi trường là đúng và trúng, vừa có tính thời sự cấp bách, vừa mang tính chiến lược lâu dài, đáp ứng nguyện vọng của cử tri và nhân dân cả nước."""
dataset_small/train/audio_files/audio_19550_man_1.wav,tôi coi live stream nó đó.
dataset_small/train/audio_files/LSVSC_audio_34019.wav,Hôm nay tại tỉnh Cao Bằng đoàn giám sát của Ủy ban Thường vụ Quốc hội đã làm việc với huyện Quảng Hà về việc sắp xếp các đơn vị hành chính cấp huyện cấp xã trong giai đoạn hai nghìn không trăm mười chín hai nghìn không trăm hai mốt.
dataset_small/train/audio_files/audio_11144_man_1.wav,lúc đó khỏi mượn khỏi gì hết.
dataset_small/train/audio_files/audio_05779_man_1.wav,"nếu những thực thể djin sống trong một cộng đồng với nhiều giống loài trên nhiều lãnh thổ khác nhau, liệu lối sống của họ có giống với chúng ta không?"
dataset_small/train/audio_files/LSVSC_audio_22683.wav,"""Thưa quý vị do áp cao tại lục địa có hiện tượng suy yếu nên ngày hôm nay ở Bắc Bộ, trong đó có thủ đô Hà Nội sẽ giảm mưa và nhiệt cũng sẽ nhích lên một đến hai độ so với ngày hôm qua"""
dataset_small/train/audio_files/vivoice_479460.wav,"Ở đây bạn không cần phải tranh cãi hay bắt ép, hãy để con tự khám phá và trải nghiệm. Khi có nhiều không gian lựa chọn, sự tự chủ và động lực trong con bạn sẽ dần lớn lên."
dataset_small/train/audio_files/vivoice_855862.wav,Người đã tuyên bố rằng không hề nhớ anh ta đã ở đâu vào thời điểm xảy ra những vụ giết người.
dataset_small/train/audio_files/LSVSC_audio_18011.wav,"""Hội thảo và triển lãm nhằm khuyến khích sử dụng sản phẩm, dịch vụ an toàn, an ninh mạng do người Việt sáng tạo."""
dataset_small/train/audio_files/cskh_minimax9219.wav,"Đã có hàng nghìn doanh nghiệp phát triển vượt bậc nhờ chiến lược của chúng tôi, bạn còn chờ gì nữa?"
dataset_small/train/audio_files/vivoice_48655.wav,"Chiếc dép săn đa được tìm thấy ở Coolham, cách nơi phát hiện thi thể của Sarah khoảng mười dặm."
dataset_small/train/audio_files/audio_19469_man_1.wav,chúng ta sẽ xuất hóa đơn.
dataset_small/train/audio_files/vivoice_587606.wav,"Trước Aristotle, hai thế kỷ trước đó là Đức Phật Thích Cà Mô Ni ở Ấn Độ."
dataset_small/train/audio_files/vivoice_104814.wav,Nó không phải là về sinh vật bóng đen kỳ lạ kia ở dưới cơn bão.
dataset_small/train/audio_files/vivoice_520318.wav,"Đôi khi, chúng ta sẽ mắc sai lầm và phải đối mặt với hậu quả của những hành động của mình."
dataset_small/train/audio_files/vivoice_843581.wav,Cô ấy hét lên để gọi mẹ mình.
dataset_small/train/audio_files/vivoice_43789.wav,"Lần đầu tiên, lần thứ hai có thể nó không hiệu quả đâu."
dataset_small/train/audio_files/vivoice_697897.wav,Nó được tạo ra từ những cái gọi là những cái nông trại điện thoại.
dataset_small/train/audio_files/vivoice_693943.wav,"Nên hãy thực tập cái bài tập nhìn ra và hiểu rằng phần lớn, phần lớn những lo âu của mình là rất có thể là do mình chế ra."
dataset_small/train/audio_files/vivoice_399228.wav,Chúng ta giải thích như thế nào về hành vi này các bạn.
dataset_small/train/audio_files/audio_03993_man_1.wav,sẽ gặp nhiều khó khăn trong tương lai.
dataset_small/train/audio_files/cskh_minimax4602.wav,"Khám phá chốn thiên đường, nơi mỗi khoảnh khắc đều là kỳ diệu khó quên."
dataset_small/train/audio_files/vivoice_704283.wav,Channel này vẫn liên tục upload video trong vòng bốn năm.
dataset_small/train/audio_files/LSVSC_audio_36052.wav,chúng ta đã vượt qua rất nhiều khó khăn để đưa đồng tiền gạo đến với người dân để cùng cả nước chung tay phòng chống dịch và vượt qua khó khăn
dataset_small/train/audio_files/vivoice_15251.wav,Bạn cũng có thể dùng ý niệm của chính bạn.
dataset_small/train/audio_files/audio_27082_man_1.wav,trên người con bé có vết thương nào không?
dataset_small/train/audio_files/LSVSC_audio_22144.wav,Không còn vụ án nào để quá hạn luật định do nguyên nhân chủ quan
dataset_small/train/audio_files/vivoice_449806.wav,Liệu nó có muộn quá không? Liệu nó có trễ quá không?
dataset_small/train/audio_files/vivoice_221026.wav,Còn có thể nếu bạn chưa trải qua thì có thể bạn không ghiền.
dataset_small/train/audio_files/vivoice_866796.wav,Và khi tới cái bước thứ hai mà mình xác định là có.
dataset_small/train/audio_files/vivoice_194687.wav,Mất đi không hẳn là điều tồi tệ nhất bởi vì những đám mây buổi sáng rất nhiều màu sắc và gió cũng cảm thấy ấm áp.
dataset_small/train/audio_files/vivoice_198958.wav,"Rồi, bây giờ chúng ta sẽ cùng nhau bước vào cuốn sách này, và để xem mỗi bản thân chúng ta cần giác ngộ và thực hành điều gì, cần học hỏi trí tuệ an định, tâm thức nào."
dataset_small/train/audio_files/vivoice_738855.wav,Thì bạn mới bắt đầu thực hiện.
dataset_small/train/audio_files/cskh_minimax1930.wav,"Anh chị ơi, dự án này có hệ thống tiện ích nội khu vô cùng phong phú và cao cấp, bảo đảm nghe xong là anh chị sẽ muốn đến xem ngay đó ạ."
dataset_small/train/audio_files/LSVSC_audio_00114.wav,Bộ y tế vừa có văn bản khẩn nêu rõ trong trường hợp nguồn vắc xin cô vít mười chín hạn chế có thể phối hợp tiêm mũi hai vắcxin mô đê la cho người đã tiêm mũi một phai dơ hoặc át tra dê nê ca
dataset_small/train/audio_files/vivoice_545803.wav,"Với bản thân tôi nha, dựa trên những gì tôi học được đó các bạn."
dataset_small/train/audio_files/audio_12026_man_1.wav,"thế nhưng đâu phải đâu, có những thằng nó bướng vô cùng bướng và sir alex cũng đã phải bất lực với nó."
dataset_small/train/audio_files/LSVSC_audio_38830.wav,"""Anh Vũ bấm Hưng đi vệ sinh rồi hỏi này, mày muốn ngủ chưa?"""
dataset_small/train/audio_files/ab0665ce-1e34-4bc1-be28-6371c5bcbf88.wav,"chị đã chuyển khoản mười lăm triệu vào tài khoản ngân hàng của em từ hôm qua, chị kiểm tra giúp em xem đã nhận được tiền chưa."
dataset_small/train/audio_files/LSVSC_audio_34497.wav,giải tán đi mau lên về các khối ngay
dataset_small/train/audio_files/vivoice_767951.wav,"Khi bạn chỉ có một loại tư duy trong đầu, bạn sẽ dùng nó để phân tích hầu hết các vấn đề."
dataset_small/train/audio_files/cskh_minimax7344.wav,"Ngược lại, nếu mùa này bụi thu, không có nghĩa là tất cả mùa sau cũng vậy."
dataset_small/train/audio_files/vivoice_394238.wav,Bị giàng buộc bởi hoàn cảnh sống của mình.
dataset_small/train/audio_files/LSVSC_audio_28478.wav,Thông tin của phóng viên Thái Bình tại miền Trung.
dataset_small/train/audio_files/vivoice_498134.wav,"Lúc đó, những viên cảnh sát đã nhận ra rằng có gì đó không ổn."
dataset_small/train/audio_files/vivoice_773549.wav,Một mảng make up trên mặt mình.
dataset_small/train/audio_files/LSVSC_audio_19223.wav,Các thành hóa Các thành phố như là Thanh Hóa Vinh Đồng Hới trời chuyển sang là tạnh ráo có nơi hửng nắng không khí mát mẻ với mức nhiệt là hai mươi tư cho tới hai mươi sáu độ
dataset_small/train/audio_files/LSVSC_audio_36106.wav,Thành phố Hà Nội đã đề nghị thực hiện dự án theo hình thức hợp tác công tư PPP.
dataset_small/train/audio_files/vivoice_278509.wav,Làn da trở nên mềm mịn và căng mọng.
dataset_small/train/audio_files/LSVSC_audio_42030.wav,kéo theo một loạt hàng hóa khác tăng giá theo
dataset_small/train/audio_files/vivoice_416993.wav,"Cuộc trò chuyện về đam mê, năng lực, linh hoạt, giao tiếp và làm chủ này đã khởi dậy một điều gì đó trong trí nhớ của anh."
dataset_small/train/audio_files/LSVSC_audio_21294.wav,Xe quá khổ quá tải tại một số tuyến đường ở tỉnh Ninh Bình tái hoạt động.
dataset_small/train/audio_files/vivoice_659479.wav,"Tại sao chúng ta lại hạ tiêu chuẩn tâm hồn xuống, để sống với những suy nghĩ tẻ nhạt cùng những công việc lặp đi lặp lại, và gọi đó là sự đồng thuận với số đông xã hội và cho rằng đó là việc nên làm?"
dataset_small/train/audio_files/vivoice_303714.wav,Phải vô ví dụ mới hiểu sâu sắc được.
dataset_small/train/audio_files/LSVSC_audio_08165.wav,CISA khuyến nghị thực hiện ba hành động nhằm vào việc ngay lập tức cho hệ thống trong đó có cài đặt tường lửa cho ứng dụng web
dataset_small/train/audio_files/A36segment7.wav,Dạ
dataset_small/train/audio_files/vivoice_546029.wav,Anh đủ khả năng mặc những loại vải thượng hạng nhất. Anh cũng có thể thưởng thức những mùi vị hiếm hoi của nhân gian.
dataset_small/train/audio_files/audio_07432_man_1.wav,cảm giác bất lực không tồn tại vĩnh viễn.
dataset_small/train/audio_files/audio_22942_man_1.wav,"dung túng cho hai đứa yêu nhau chừng ấy thời gian, vậy là quá đủ rồi."
dataset_small/train/audio_files/cskh_minimax1634.wav,Em cũng sẽ gửi toàn bộ thông tin qua Zalo cho chị ngay bây giờ.
dataset_small/train/audio_files/A118segment14.wav,"À, dạ, tức là mình đi trên sàn thì cái đơn đó là riêng, còn cái đơn mình tải app là mình tạo đơn ngoài thôi phải không ạ?"
dataset_small/train/audio_files/vivoice_282510.wav,Hãy đừng là chính mình.
dataset_small/train/audio_files/cskh_minimax4108.wav,"Nâng tầm phong cách với chất liệu thoáng mát, tự tin suốt ngày dài."
dataset_small/train/audio_files/audio_17163_man_1.wav,mình cũng chỉ có tuổi trẻ trong vòng ít năm thôi.
dataset_small/train/audio_files/audio_27634_man_1.wav,"hôm nay chúng ta sẽ tìm hiểu về một chú mèo mắc kẹt trong hộp gỗ, về tựa game chứa đẩy mã độc, và về một căn phòng với những chiếc đầu xoay xoay."
dataset_small/train/audio_files/vivoice_570318.wav,Nhưng bạn làm nhiều ơi là nhiều nó trở thành tự nhiên các bạn.
dataset_small/train/audio_files/LSVSC_audio_27988.wav,Tuy nhiên Làm thế nào để người dân doanh nghiệp sử dụng dịch vụ công trực tuyến nhiều hơn nữa
dataset_small/train/audio_files/audio_13378_man_1.wav,"thông tin chi tiết và giá thành sản phẩm, các bạn có thể xem trong đường link chúng mình để bên dưới phần mô tả và bình luận được kim của video nhé."
dataset_small/train/audio_files/audio_08278_man_1.wav,"thứ hai, học cách giải phóng cảm xúc của mình."
dataset_small/train/audio_files/vivoice_646772.wav,Tôi sẽ không bao giờ kết giao với những người như vậy nữa.
dataset_small/train/audio_files/audio_09888_man_1.wav,các bạn nhìn lên đồ hình thì để điều trị được cái bệnh cao huyết áp này thì ở trên đồ hình này nó có vị trí số chín này.
dataset_small/train/audio_files/audio_27375_man_1.wav,điều này cho minh giả thuyết rằng có lẽ thầy tứ muốn dùng nam để mượn nhau giết người.
dataset_small/train/audio_files/LSVSC_audio_21066.wav,"""Hà, được nghỉ lễ thiên chúa giáng sinh chăng"""
dataset_small/train/audio_files/cskh_minimax1503.wav,"Chị cũng phân vân không biết có nên cho bé học thêm ở trung tâm không, tại ở trường bé cũng đã học tiếng Anh căn bản rồi."
dataset_small/train/audio_files/audio_13706_man_1.wav,"các bạn có thể tìm hiểu nhiều cách khác nhau là những bài trắc nghiệm và tâm lý, ứng dụng công nghệ, tư vấn sinh trách hoặc là đơn giản."
dataset_small/train/audio_files/vivoice_570769.wav,Và thật đáng tiếc thay Stephen Covey đã nói đừng bao giờ tập trung vào bất kỳ điều gì phiến diện như vậy mà hãy tập trung vào nguyên tắc.
dataset_small/train/audio_files/vivoice_341724.wav,Chắc hẳn ai trong chúng ta đều có những lúc nghèo.
dataset_small/train/audio_files/audio_14103_man_1.wav,nếu gia đình theo một truyền thống tâm linh cô hẳn sẽ bắt đầu thiền.
dataset_small/train/audio_files/vivoice_348001.wav,Mình đi chơi guitar đi.
dataset_small/train/audio_files/vivoice_15687.wav,Vẫn còn những thứ chất lỏng bên trong nó.
dataset_small/train/audio_files/LSVSC_audio_40595.wav,Khi Na xa dự kiến sẽ quay trở lại bề mặt mặt trăng trong vài năm tới
dataset_small/train/audio_files/vivoice_756230.wav,"Các nhà tâm lý học phát hiện ra rằng, lời khen ngợi đóng một vai trò quan trọng trong sự phát triển não bộ của con người."
dataset_small/train/audio_files/vivoice_615231.wav,Lệnh cho tức chức quan của hắn.
dataset_small/train/audio_files/LSVSC_audio_16130.wav,Anh có thấy lần nào chưa?
dataset_small/train/audio_files/cskh_minimax6811.wav,Lúc này nhìn lại thì chuyến xe đã rời khỏi bến một đoạn rồi.
dataset_small/train/audio_files/audio_04501_man_1.wav,"kế hoạch đào một màn lưới hầm trú ẩn dưới lòng đất tại london được đưa ra, nhưng cuối cùng lại bị gạt bỏ do những lo ngại rằng dân chúng vốn đang sợ hại đến mức tê liệt sẽ chẳng bao giờ dám ra khỏi hầm nữa."
dataset_small/train/audio_files/vivoice_168307.wav,Lần đầu đầu tư đầu tư năm triệu.
dataset_small/train/audio_files/vivoice_414968.wav,"Tuy nhiên, chặng đường này luôn có rất nhiều ngã rẽ."
dataset_small/train/audio_files/vivoice_581688.wav,"Khi Gregor từ một chiếc ô che nắng đội mưa cho cả gia đình, giờ đây trở thành một con bọ trong mắt của họ, thì anh ấy giống như là một quả bom hẹn dò trong nhà."
dataset_small/train/audio_files/vivoice_787269.wav,Những cái điều cũ kỹ.
dataset_small/train/audio_files/train_889.wav,nghe rõ chưa?
dataset_small/train/audio_files/LSVSC_audio_00775.wav,Theo thông tin từ Viện Huyết học Truyền máu Trung ương dự trữ nhóm máu o trong kho máu của viện đang thiếu.
dataset_small/train/audio_files/A48segment55.wav,"Dạ à, cho em xác nhận lại cái địa chỉ của bên mình với chị là mình đang ở thuộc tỉnh thành nào chị ha"
dataset_small/train/audio_files/vivoice_585474.wav,Công nhận thời gian nó kinh khủng như vậy đó.
dataset_small/train/audio_files/audio_11473_man_1.wav,bởi nền văn hóa mughur.
dataset_small/train/audio_files/audio_04208_man_1.wav,"hiện nay, cuốn nhật ký vẫn được xem là biểu tượng của niềm tin và hy vọng trước bạo lực và những mối đe dọa."
dataset_small/train/audio_files/vivoice_81329.wav,Nếu khi đó tôi nghĩ được gì thì mọi chuyện đã không xảy ra.
dataset_small/train/audio_files/vivoice_279003.wav,"Tuy nhiên, bộ não của chúng ta thường đánh giá thấp những mối đe dọa xa vời, giống như là con ếch bị đun trong nước sôi, nước nóng lên từ từ, nó không biết mình sẽ chết."
dataset_small/train/audio_files/vivoice_266083.wav,"Đến ốc đảo, Santiago đã nảy sinh tình cảm với Fatima, một cô gái sa mạc."
dataset_small/train/audio_files/A79segment68.wav,"Rồi chị chụp qua cho em coi thử, chị chụp lại cho em xem thử ha"
dataset_small/train/audio_files/web5ngay_223.wav,khách hàng nợ có thể có nhiều lý do khác nhau khiến họ chưa thể trả nợ đúng hạn. từ vấn đề tài chính cho đến những hiểu lầm về hợp đồng.
dataset_small/train/audio_files/LSVSC_audio_15359.wav,sau mưa cả ngày và mưa to dồn dập vào chiều tối sẽ gây ra hiện tượng ngập úng cục bộ
dataset_small/train/audio_files/vivoice_120985.wav,Tự nhiên nó phát ra cái sự lo âu à.
dataset_small/train/audio_files/audio_30754_man_1.wav,"bình tĩnh và lạnh lùng, không lo lắng hay sai lầm, không nghi ngờ gì về kết quả."
dataset_small/train/audio_files/LSVSC_audio_23952.wav,Vâng với một doanh nghiệp thì cái khó khăn thì rõ ràng là đều được xác định
dataset_small/train/audio_files/vivoice_638575.wav,Hãy tách rời hành vi của bạn ra khỏi bản thân.
dataset_small/train/audio_files/vivoice_631523.wav,Nên ngài có thể làm được.
dataset_small/train/audio_files/LSVSC_audio_09908.wav,"""Những cán bộ công chức bình thường không có vấn đề gì thì có thể vào danh sách xanh, khi họ có nguyện vọng ra nước ngoài chữa bệnh hay lý do khác thì việc xin phép và được chấp nhận là bình thường"""
dataset_small/train/audio_files/vivoice_152356.wav,"Để có thể trở thành một người thành công đúng nghĩa, có tâm và có tầm."
dataset_small/train/audio_files/audio_24286_man_1.wav,"nó là khác biệt, không phải phân chia."
dataset_small/train/audio_files/vivoice_174409.wav,"Trong thời khắc đó, Robba đã sẵn sàng tìm mọi cách để giúp đỡ một sinh vật hoàn toàn xa lạ."
dataset_small/train/audio_files/LSVSC_audio_03030.wav,khó khăn từ này có lẽ vẫn còn hơi nhẹ
dataset_small/train/audio_files/LSVSC_audio_25440.wav,Những tên SS nào càng dốt về những chuyện kỹ thuật thì lại càng làm ra vẻ thạo để khỏi lòi cái dốt trước mặt một tù nhân
dataset_small/train/audio_files/vivoice_311799.wav,Nó không thể vượt qua những trở ngại của bản năng.
dataset_small/train/audio_files/audio_23072_man_1.wav,trở thành sinh viên rồi nhưng ông vẫn giữ thói quen cũ.
dataset_small/train/audio_files/LSVSC_audio_00935.wav,Mỗi bạn một hoàn cảnh một tính cách.
dataset_small/train/audio_files/LSVSC_audio_36598.wav,Đây là những gì còn lại của đình Trương Thị một ngôi đình có lịch sử lâu đời nằm trên con phố Hàng Bạc
dataset_small/train/audio_files/viettel_hue-baoquoc_995.wav,"chào anh tuấn, em đến từ công ty tài chính đông á, mong anh có thể cùng em trao đổi về vấn đề thanh toán của mình. em rất mong nhận được sự hợp tác từ anh để giải quyết một cách nhanh chóng nhất."
dataset_small/train/audio_files/vivoice_818003.wav,Vì một người không thể xử lý hết tất cả mọi việc nên gần nhân bản.
dataset_small/train/audio_files/LSVSC_audio_43432.wav,Trên cơ sở đó thì tạo ra kết nối về thị trường và giúp các bạn ấy tiêu thụ được lượng hàng hóa để mà tạo những bước đi đầu tiên trên thị trường.
dataset_small/train/audio_files/vivoice_526277.wav,Đó là quan sát.
dataset_small/train/audio_files/cskh_minimax9525.wav,Nếu anh chị đổi số tài khoản nhận lương anh chị cần cập nhật lại.
dataset_small/train/audio_files/vivoice_456968.wav,Gặp phải tình cảnh tương tự.
dataset_small/train/audio_files/audio_00671_man_1.wav,"tuy nhiên, có lẽ đó chỉ là phương tiện hữu ích để nữ đạo diễn truyền tải một thông điệp đồng cảm dành cho những người trẻ khi phải bước ra vùng an toàn của quê nhà."
dataset_small/train/audio_files/vivoice_820483.wav,"Trong lòng không canh đua phán xét, không nhìn người bằng con mắt rè biểu kỳ thị, không tìm kiếm sự khác biệt để chứng minh ý niệm riêng."
dataset_small/train/audio_files/LSVSC_audio_22125.wav,Dịp giáp Tết dự báo tình hình buôn lậu gian lận thương mại và hàng giả sẽ có nhiều diễn biến phức tạp nhu cầu tiêu dùng hàng hóa của nhân dân tăng cao
dataset_small/train/audio_files/audio_14393_man_1.wav,"đối với những kẻ không công nhận kết quả của nghỉ lễ này, anubis sẽ ra tay hóa kiếp cho chúng."
dataset_small/train/audio_files/LSVSC_audio_04769.wav,Còn luồng Định An là luồng phụ nhưng bồi lắng tự nhiên khiến tàu lớn cũng không thể vượt qua
dataset_small/train/audio_files/audio_01310_man_1.wav,"rồi mình hãy tắt bếp mình mới cho tỏi, ớt và chanh vào nha."
dataset_small/train/audio_files/vivoice_656230.wav,Sức khỏe hơn người nhưng lại thích cường quyền.
dataset_small/train/audio_files/LSVSC_audio_36094.wav,nhưng đến thời điểm hiện tại cả nước mới đón được chưa đầy một triệu lượt khách quốc tế
dataset_small/train/audio_files/vivoice_745110.wav,Bạn đâu có lãng phí cuộc sống đâu.
dataset_small/train/audio_files/LSVSC_audio_40325.wav,tên Sờ van cầm lên trên cổ áo và cảm thấy như hắn vừa nói bằng giọng nói của Him le
dataset_small/train/audio_files/LSVSC_audio_44556.wav,Thì để đảm bảo được cái việc này thì sở khoa học công nghệ Bắc Giang cũng đã chỉ đạo.
dataset_small/train/audio_files/vivoice_329292.wav,"So với gia đình của tôi, chỉ có ba thành viên."
dataset_small/train/audio_files/vivoice_237131.wav,Ông cũng là người viết cuốn sách tâm lý học tự chữa lành được bán chạy trên toàn cầu.
dataset_small/train/audio_files/LSVSC_audio_40237.wav,"""ví dụ như là ở Nghệ An ,tôi đi giám sát thấy có những bản hương ước là nếu như mà nhuộm tóc đỏ là không được vào làm"""
dataset_small/train/audio_files/A41seg14.wav,"Dạ, bây giờ"
dataset_small/train/audio_files/LSVSC_audio_17939.wav,theo trợ lý bộ trưởng ngoại giao phi líp pin đa ni en ét pi ri tu về vấn đề a sê an
dataset_small/train/audio_files/vivoice_442980.wav,Tinh thần của chúng ta đó.
dataset_small/train/audio_files/A146seg28.wav,"Em ơi, cái này chị nói là chị làm đơn xin cho em, mà làm đơn rồi sao em không thanh toán sao được em?"
dataset_small/train/audio_files/LSVSC_audio_29623.wav,qua đó giảm lây nhiễm chéo
dataset_small/train/audio_files/audio_02895_man_1.wav,đến với mối quan hệ chúng ta xác định rõ ràng ngay từ đầu mà không chím hủ không gây hại và không đòi hỏi.
dataset_small/train/audio_files/LSVSC_audio_15114.wav,Một dự án chậm tiến độ thi công tới cả hơn mười năm vẫn chưa cán đích gây lãng phí nguồn ngân sách rất lớn
dataset_small/train/audio_files/vivoice_616670.wav,"Thương tâm nhiều, sầu não, vẫn chính mình tự chuốc lấy."
dataset_small/train/audio_files/LSVSC_audio_44131.wav,Chương trình làm việc của Đoàn giám sát của Quốc Hội về việc thực hiện chính sách pháp luật về công tác quy hoạch kể từ khi luật quy hoạch có hiệu lực thi hành với các địa phương.
dataset_small/train/audio_files/cskh_minimax6932.wav,Mà an nhiên tận hưởng cuộc sống còn lại.
dataset_small/train/audio_files/cskh_minimax5657.wav,Hãy để làn da bạn trở nên rạng rỡ chỉ sau vài lần sử dụng với kem dưỡng ẩm làm mờ nếp nhăn này.
dataset_small/train/audio_files/LSVSC_audio_01629.wav,Tuy nhiên cần siết chặt cơ chế về thanh lý tài sản tài sản thế chấp đảm bảo đặc biệt tại các tổ chức tín dụng vốn sở hữu những khối tài sản thế chấp rất lớn.
dataset_small/train/audio_files/vivoice_642889.wav,Bạn có đang sống ở hiện tại không?
dataset_small/train/audio_files/vivoice_855913.wav,Một cái người có kinh nghiệm.
dataset_small/train/audio_files/vivoice_325776.wav,Em cảm thấy bị xúc phạm.
dataset_small/train/audio_files/cskh_minimax10346.wav,Nên nhớ rằng thả dây ngắn thì có thể câu được cá nhỏ.
dataset_small/train/audio_files/cskh_minimax6490.wav,Loài người chúng ta lao động lúc mặt trời mọc và nghỉ ngơi lúc mặt trời lặn.
dataset_small/train/audio_files/LSVSC_audio_24614.wav,Mới đây chàng trai hai mươi tư tuổi quê ở Quảng Bình Đặng Minh Trí đã đến thành phố Bắc Giang sau khi vượt hơn năm trăm ki lô mét từ thành phố Đồng Hới tỉnh Quảng Bình để tình nguyện tham gia lực lượng y tế Bắc Giang chống dịch.
dataset_small/train/audio_files/cskh_minimax3727.wav,"Cơ hội lợi nhuận cao đang dần khép lại, hãy hành động ngay bây giờ."
dataset_small/train/audio_files/vivoice_739993.wav,"Có thể người ta tích tụ thành một cái dạng thức cảm xúc tiêu cực, thù địch, hướng về đối phương."
dataset_small/train/audio_files/vivoice_580808.wav,Cậu đã nớ lỏng tinh thần của mình ra hơn để có thể tiếp nhận được những văn hóa của Bắc Triều Tiên.
dataset_small/train/audio_files/vivoice_352342.wav,"Thứ hai, lựa chọn bất động sản có thể cho thuê ngay."
dataset_small/train/audio_files/LSVSC_audio_34242.wav,"""Thưa quý vị và các bạn, ngay sau vụ cháy ở khu công nghiệp Quang Minh thì trong chiều nay tiếp tục xảy ra một vụ cháy khác tại số nhà năm mươi chín ngõ tám trăm bảy chín đường La Thành phường Ngọc Khánh quận Ba Đình, Hà Nội."""
dataset_small/train/audio_files/vivoice_195325.wav,"Cứ làm việc, làm việc, làm việc rồi chả đến đâu cả."
dataset_small/train/audio_files/LSVSC_audio_34160.wav,Chứ đừng lợi dụng cái việc này để mà chúng ta lại tạo ra một cái sự khan hiếm chúng ta gom hàng và chúng ta tăng giá để chúng ta kiếm lời.
dataset_small/train/audio_files/LSVSC_audio_27787.wav,Đôi mắt anh mở to cứ nuốt ừng ực như muốn cố nén sự kích thích
dataset_small/train/audio_files/LSVSC_audio_01901.wav,Bởi vậy cần có những quy định rõ ràng hơn vấn đề này
dataset_small/train/audio_files/vivoice_769287.wav,Nhưng năm vừa qua cũng để lại rất nhiều thứ dư thừa.
dataset_small/train/audio_files/LSVSC_audio_16615.wav,Những buổi ktiếp xúc như vậy rất là ý nghĩa đối với tất cả những cái đơn vị mà sản xuất ra những sản phẩm mà bây giờ đang loay hoay tìm đầu ra mà chưa biết tìm đầu ra như thế nào.
dataset_small/train/audio_files/vivoice_476084.wav,Hãy xem họ là người bình thường đi.
dataset_small/train/audio_files/LSVSC_audio_09680.wav,Có nhiều bà mẹ đang áp dụng phương pháp này đấy bố Tôm và các mẹ cùng nghe nhé.
dataset_small/train/audio_files/LSVSC_audio_29952.wav,Tuy nhiên trong phần trả lời phỏng vấn của phóng viên đài tiếng nói Việt Nam ngay sau đây ông Phạm Hồng quất cục trưởng cục phát triển thị trường và doanh nghiệp khoa học công nghệ bộ khoa học và công nghệ cũng nhấn mạnh
dataset_small/train/audio_files/audio_22634_man_1.wav,qua đó thì có thể thấy rằng vai trò của nhóm nước này là quan trọng như thế nào.
